,START_LAT,END_LNG,START_LNG,END_LAT
130,22.521467,113.921211,113.923241,22.517523
131,22.64595222,114.0421338,114.0144806,22.64385985
132,22.65995026,114.0408907,114.0422516,22.65953449
133,22.67867265,114.0096049,114.0034757,22.67732191
134,22.54157851,114.1152764,114.1168894,22.54220767
135,22.60384844,113.8387815,113.8351984,22.60077462
136,22.5617067,114.06661,114.0160147,22.52038534
137,22.62880205,114.0645944,114.0606035,22.62816723
138,22.5490614,114.1395536,114.1424018,22.56260028
139,22.53597866,114.1030538,114.096242,22.53744736
140,22.65093041,114.0715122,114.0700747,22.65047446
141,22.53026621,114.0769111,114.0825829,22.53190451
142,22.53857776,114.1234183,114.122228,22.53796461
143,22.55006883,114.1395165,114.1298855,22.56256153
144,22.53880816,114.0708726,114.1001924,22.51656543
145,22.53876686,114.0708313,114.1001511,22.51652413
146,22.53701759,114.0782922,114.0834958,22.53524659
147,22.5503361,114.2219044,114.2265466,22.55469938
148,22.60861357,114.1244787,114.1636369,22.55197565
149,22.60866367,114.1245288,114.163687,22.55202575
150,22.5426256,113.9447847,113.9397355,22.54293954
151,22.55854068,113.9719942,113.97408,22.55525318
152,22.68655219,113.7991784,113.7852311,22.67978048
153,22.63630317,114.0525507,114.0674468,22.61110964
154,22.53846665,114.0900619,114.0893603,22.5384518
155,22.49066734,113.9309031,113.9292603,22.48911182
156,22.56695366,113.8533421,113.8642654,22.56150514
157,22.56943119,113.8721494,113.8770643,22.57973757
158,22.56106336,113.8971504,113.9057393,22.56693303
159,22.55505647,114.1135194,114.1206692,22.5537128
160,22.76606744,113.8998034,113.9136586,22.80137339
161,22.62124679,114.0372696,114.0242636,22.61446953
162,22.64242567,114.0395591,114.0474967,22.64611713
163,22.61486491,114.1581971,114.1610376,22.61327209
164,22.62927021,114.021852,114.0255631,22.63797009
165,22.66002826,114.0111082,114.0027638,22.64857351
166,22.66321099,114.0530558,114.0613186,22.66792147
167,22.51639233,114.065337,114.0700877,22.52035015
168,22.5736941,113.9027448,113.9103334,22.56078695
169,22.61952405,114.0639596,114.0617817,22.61972618
170,22.53553548,114.0650476,114.0611011,22.52882168
171,22.54387338,114.1307783,114.1298013,22.54760323
172,22.60598784,114.1550245,114.1628577,22.60312233
173,22.53467014,114.0260704,114.0123717,22.53349453
174,22.55311117,113.8890926,113.8967611,22.55895424
175,22.53321045,114.0166021,114.0240641,22.54155497
176,22.53583866,114.0689372,114.0614158,22.53514544
177,22.55732314,114.0891455,114.0868481,22.5598752
178,22.51098157,114.0602792,114.0614043,22.52695302
179,22.62868571,114.1631459,114.157433,22.6394477
180,22.61511993,114.0647293,114.0626297,22.61710775
181,22.62992033,114.0604731,114.053697,22.62808809
182,22.5303302,113.9393287,113.9421068,22.53342751
183,22.5361952,114.1248314,114.1210512,22.54163255
184,22.67437961,114.0015588,113.9953556,22.67127718
185,22.626894,114.1443361,114.1442261,22.6248334
186,22.6192131,114.0363892,114.0405045,22.62730406
187,22.64988899,114.0596038,114.0613098,22.63975174
188,22.66218528,114.0300021,114.036039,22.657368
189,22.54318493,114.1285083,114.1248632,22.53829635
190,22.61858771,114.1506097,114.1489899,22.61723523
191,22.54823698,114.1230881,114.1274937,22.56934577
192,22.5871554,114.1024136,114.1129107,22.5619071
193,22.50389289,113.9284271,113.9316072,22.51009768
194,22.53894786,114.0532074,114.0542682,22.53885349
195,22.67809598,113.8055815,113.8059654,22.67172864
196,22.72183742,113.8120276,113.8151386,22.73834112
197,22.54422424,114.1440595,114.1431437,22.54267915
198,22.68567723,113.8101761,113.812038,22.69195653
199,22.55115316,114.0834703,114.0812644,22.55711624
200,22.71414734,114.2455498,114.2497325,22.71570576
201,22.64886928,114.0824147,114.0730216,22.64596487
202,22.67808668,113.8056262,113.8059216,22.67167208
203,22.67807098,113.8056105,113.8059059,22.67165638
204,22.67824183,113.9983909,113.9955979,22.67225186
205,22.55592053,114.1231905,114.1079448,22.56352859
206,22.62649855,114.1504753,114.1443932,22.61714143
207,22.52024728,114.0412269,114.0535687,22.51995653
208,22.59866202,113.8387903,113.8346134,22.60083011
209,22.52066397,114.0412258,114.0363382,22.51991167
210,22.643038,114.0509157,114.0459183,22.63970851
211,22.54303923,114.1416775,114.1384507,22.54355472
212,22.54719313,113.9544671,113.9580209,22.53759669
213,22.64155769,114.136273,114.1277161,22.63884138
214,22.53744575,114.097514,114.094671,22.53738413
215,22.53504801,114.1045485,114.09155,22.56621051
216,22.55993564,114.0430333,114.0428036,22.56318186
217,22.7486985,113.8022245,113.8020907,22.74427045
218,22.66673377,114.0466156,114.0430008,22.67208124
219,22.55451145,114.1126733,114.109222,22.5639004
220,22.6545969,114.0463639,114.0294558,22.6548993
221,22.60353682,114.1212411,114.120751,22.60712976
222,22.58629214,114.2706853,114.2776725,22.5889595
223,22.56535546,114.1226624,114.1220039,22.56813019
224,22.64810049,114.0431342,114.0426584,22.65512356
225,22.65674193,114.0265893,114.0297828,22.66845887
226,22.552023,113.9628869,113.951488,22.56974187
227,22.54372184,114.1214645,114.1261705,22.53847154
228,22.58139046,113.8796823,113.8865343,22.58431504
229,22.54364254,114.1213852,114.1260912,22.53839224
230,22.65522407,114.0398582,114.042988,22.66546629
231,22.53874023,114.0839216,114.0978174,22.53862909
232,22.5831459,113.8561739,113.8559608,22.57927595
233,22.60407499,114.1204122,114.1256018,22.5854977
234,22.5637524,114.1286812,114.1172586,22.56441935
235,22.5381155,113.925977,114.089435,22.582112
236,22.7197106,113.8616094,113.8610091,22.71964023
237,22.7561632,113.9081216,113.9180797,22.75003016
238,22.57987919,113.9564735,113.9545529,22.57689839
239,22.7101733,113.8281891,113.8301723,22.72799809
240,22.596971,113.8485118,113.8488919,22.59698424
241,22.6928212,113.8257217,113.819279,22.69592953
242,22.5439092,113.920651,114.1118698,22.584787
243,22.6772727,113.9375681,113.9379842,22.67351146
244,22.6877384,113.925977,113.9871389,22.582112
245,22.5958697,113.8419933,113.8926527,22.75508933
246,22.7296777,113.8204816,113.8075602,22.73578911
247,22.7242204,113.8328149,113.8328149,22.7242204
248,22.6821251,113.9362014,113.9357628,22.67249086
249,22.7171389,113.8510536,113.8431955,22.71762992
250,22.7459367,113.7897916,113.7870256,22.73746107
251,22.765118,113.8474952,113.8441534,22.76256981
252,22.6202363,113.8465339,113.8379419,22.60478622
253,22.7290302,113.9059919,113.8993221,22.7093021
254,22.7105721,113.7930413,113.787019,22.71161836
255,22.6842103,113.936209,113.9391338,22.67248515
256,22.717615,113.8414281,113.8431844,22.72238289
257,22.730453,113.8085268,113.8075971,22.74437482
258,22.7802108,113.8812118,113.8844404,22.7813303
259,22.5399086,113.925977,114.0964133,22.582112
260,22.745443,113.8140441,113.8138298,22.74081471
261,22.7151975,113.8254505,113.7842901,22.7368216
262,22.6947266,113.8144212,113.823033,22.68797164
263,22.7168891,113.8913594,113.9007639,22.71360176
264,22.5387364,113.925977,114.125185,22.582112
265,22.7682053,113.8505843,113.8510794,22.75672018
266,22.5545893,113.8935594,113.8803952,22.56197944
267,22.5545893,113.8754469,113.8803952,22.56530717
268,22.7535533,113.9049733,113.9007935,22.75509388
269,22.5320953,113.925977,114.0841222,22.582112
270,22.7315872,113.8904389,113.90184,22.73387755
271,22.7610563,113.8415373,113.863572,22.76378856
272,22.7541862,113.8759007,113.8710959,22.75553109
273,22.5684842,113.8947784,113.8901264,22.56025629
274,22.5354826,114.0337342,114.0217049,22.52538903
275,22.7641235,113.8447865,113.8420321,22.76537948
276,22.7848153,113.9071063,113.8922146,22.72973936
277,22.797848,113.8613554,113.8616192,22.79486739
278,22.5689076,113.86584,113.8707104,22.57741786
279,22.8021056,113.8442027,113.8389402,22.79803778
280,22.8013463,113.8661892,113.862695,22.80083972
281,22.5596894,113.8842202,113.8932313,22.57046918
282,22.6957945,113.831132,113.8215793,22.7013185
283,22.5231944,113.925977,114.0646175,22.582112
284,22.778332,113.8210322,113.8209329,22.77764858
285,22.5694252,113.845065,113.8559201,22.60033459
286,22.5687782,114.1126606,114.1066303,22.56724068
287,22.5956871,113.8699523,113.8697933,22.60267436
288,22.6198088,113.8334932,113.8401568,22.62191091
289,22.5122545,113.925977,114.0625757,22.582112
290,22.7276587,113.7897458,113.8071132,22.73545972
291,22.5445847,114.1247047,114.118897,22.55217681
292,22.7723117,113.8197915,113.8193682,22.77281793
293,22.5395795,114.1139312,114.1185373,22.5373819
294,22.7524626,113.9053469,113.8991341,22.75669081
295,22.8007723,113.8742891,113.8854199,22.79669401
296,22.7744314,113.9094574,113.9057647,22.77229046
297,22.5684842,113.8808229,113.8901264,22.56311509
298,22.8088346,113.8458987,113.845029,22.8048234
299,22.6943606,113.7983321,113.7937237,22.70473515
300,22.5687082,113.8805869,113.8902121,22.56337858
301,22.5545893,113.8934376,113.8803952,22.56345021
302,22.6418384,113.8249138,113.8242185,22.67463027
303,22.6183209,113.843553,113.8442288,22.63416985
304,22.7381934,113.8366127,113.8397493,22.7371935
305,22.7046748,113.789464,113.7887872,22.73489722
306,22.6882804,113.8437769,113.8397228,22.68559508
307,22.543147,114.1088488,114.1146208,22.55018292
308,22.5561092,113.920651,114.1088628,22.584787
309,22.7276587,113.7897458,113.8071132,22.73546353
310,22.7405084,113.7839961,113.7839166,22.73444925
311,22.5729329,113.8889434,113.900536,22.57839311
312,22.6680637,113.9996189,113.9916385,22.67796593
313,22.7866775,113.8685551,113.8807419,22.77636997
314,22.7725651,113.8198068,113.8209115,22.77278929
315,22.7635994,113.8132458,113.8087359,22.75247932
316,22.5750724,113.8564395,113.8560919,22.56822308
317,22.790957,113.8429852,113.8370554,22.79760692
318,22.7285251,113.8650636,113.9070201,22.57792071
319,22.7443248,113.8707842,113.8609532,22.75391394
320,22.7595909,113.9522535,113.9510514,22.76503046
321,22.731174,113.9357707,113.9376739,22.74357914
322,22.7047719,113.7962766,113.8049525,22.70470944
323,22.5545654,113.8930413,113.8823739,22.56342374
324,22.7287088,113.8395492,113.8521349,22.7295315
325,22.7998201,113.8661968,113.8570687,22.80069661
326,22.5676828,113.8641419,113.8596685,22.56836713
327,22.7841347,113.8904583,113.8916604,22.80004591
328,22.757331,113.8532779,113.8703426,22.75263815
329,22.7185303,113.8258298,113.8251164,22.71937504
330,22.7538919,113.838158,113.8288818,22.74825465
331,22.5671655,113.8594532,113.8643205,22.56579742
332,22.5596048,113.8488758,113.8629272,22.57664291
333,22.6877843,113.8123513,113.8140313,22.68945573
334,22.7580911,113.9448127,113.9408537,22.75703402
335,22.5507487,113.9072703,113.9062603,22.55099031
336,22.6625119,113.7966096,113.7986089,22.67424292
337,22.8048234,113.8465138,113.8422556,22.76571784
338,22.717829,113.7876277,113.7921674,22.71852961
339,22.7307992,113.8920081,113.899483,22.73057013
340,22.6792581,113.9199832,113.9267095,22.66348209
341,22.6966802,113.7955225,113.7946121,22.69954975
342,22.7634109,113.8228934,113.7967744,22.73124955
343,22.6793226,113.9962158,114.0056947,22.68566326
344,22.7874289,113.8746613,113.8706562,22.78184163
345,22.7240332,113.8211358,113.8232799,22.73262459
346,22.7878749,113.8180565,113.8307452,22.77199875
347,22.7181451,113.8564414,113.8556383,22.71678304
348,22.7490495,113.8586431,113.8524805,22.75052461
349,22.589449,113.986298,113.986137,22.59021
350,22.6895435,113.802075,113.7929948,22.6689942
351,22.8013894,113.8610248,113.8626522,22.7987511
352,22.5716056,113.8897048,113.889895,22.57134411
353,22.7950795,113.9062719,113.9072949,22.79654096
354,22.5672192,113.920651,114.10859,22.584787
355,22.6847119,113.7931157,113.7930892,22.68524042
356,22.5553217,113.882468,113.8876042,22.56426368
357,22.583707,113.96514,113.965559,22.58352
358,22.64999,113.842411,113.8283708,22.62432446
359,22.5823033,113.8739783,113.8676609,22.57836621
360,22.7285512,113.8328683,113.8368905,22.72357816
361,22.5436309,114.0791854,114.07315,22.53676293
362,22.6881795,113.8029429,113.8017768,22.67109143
363,22.600424,113.8563885,113.8517725,22.60315689
364,22.6690633,113.8206295,113.8120009,22.67034951
365,22.7187535,113.8277776,113.8356171,22.71742724
366,22.728313,113.8487557,113.8368104,22.72112355
367,22.64414057,114.042511,114.0420063,22.64759099
368,22.6576511,113.8260078,113.8222667,22.64745401
369,22.7657652,113.8208858,113.8467367,22.75022376
370,22.6643704,113.920651,114.0047591,22.584787
371,22.7104514,113.805701,113.8012047,22.71189362
372,22.6701926,113.8054396,113.8027582,22.67195362
373,22.7923815,113.8658006,113.8545603,22.79565621
374,22.7716173,113.855608,113.8419257,22.77377629
375,22.5816262,114.137675,114.1373646,22.58167229
376,22.7518576,113.8452806,113.8382403,22.75787456
377,22.7316683,113.8014932,113.8057766,22.73584809
378,22.5545738,113.886879,113.8872325,22.57747527
379,22.569499,113.8641426,113.8811249,22.57843905
380,22.76368898,113.8062067,113.8062067,22.76369089
381,22.5750724,113.8691052,113.8560919,22.57015489
382,22.5683944,113.9106416,113.9095326,22.56910071
383,22.7563732,113.8340425,113.8366629,22.76147691
384,22.7493612,113.9101352,113.9077843,22.75982197
385,22.7289459,113.8019884,113.8073934,22.74153103
386,22.7892486,113.8632501,113.8657661,22.78610095
387,22.7859937,113.8685246,113.8805173,22.77637574
388,22.7003781,113.8040625,113.8040625,22.7003781
389,22.592328,113.90611,114.00452,22.53219
390,22.5673242,113.8788509,113.8871197,22.56793183
391,22.5596894,113.8816143,113.8932313,22.55207164
392,22.7183377,113.8394881,113.8347092,22.72623285
393,22.7246077,113.804391,113.7848508,22.69970259
394,22.5545654,113.8935213,113.8823739,22.56185738
395,22.5433046,113.925977,114.1064491,22.582112
396,22.7369998,113.8015237,113.7897458,22.73621055
397,22.5587798,113.8920506,113.8906087,22.55963406
398,22.7971034,113.8611958,113.8644287,22.79834214
399,22.7729172,113.8375361,113.8362633,22.77954072
400,22.6965213,113.916287,113.9813902,22.71803263
401,22.7319065,113.8051246,113.8037424,22.74434794
402,22.5354799,113.925977,114.0215986,22.582112
403,22.6569699,113.8218056,113.8218056,22.6569699
404,22.579193,113.8729199,113.8727517,22.5783294
405,22.692529,113.8074962,113.8064722,22.69741388
406,22.5951845,113.8392055,113.8425448,22.59058999
407,22.6635086,114.0430288,114.0426283,22.66702516
408,22.7170152,113.8067066,113.8049026,22.72691277
409,22.5793747,113.8728514,113.8737888,22.57837336
410,22.5584239,113.8835422,113.8918387,22.56816549
411,22.7791062,113.859033,113.8628402,22.77864739
412,22.6281847,113.8467635,113.8378236,22.62482959
413,22.6918248,113.8102742,113.8090069,22.69683689
414,22.7803044,113.8125018,113.8122683,22.77984279
415,22.5615758,113.8835955,113.8885501,22.56815018
416,22.5789166,113.8994965,113.8928711,22.57927551
417,22.7153296,113.8944454,113.8938265,22.71545251
418,22.6584345,113.8213211,113.8205092,22.65667716
419,22.5536627,113.925977,114.0489548,22.582112
420,22.58283881,114.133713,114.1141396,22.553542
421,22.7179701,113.9165921,113.912857,22.71801369
422,22.5967448,113.8513656,113.8491173,22.59898977
423,22.6801478,113.9331788,113.9402292,22.68155295
424,22.7850244,113.8798242,113.8621712,22.78507546
425,22.7648991,113.816253,113.8173283,22.77175968
426,22.7897092,113.8884998,113.8890845,22.78927467
427,22.7285984,113.8371447,113.8330368,22.72826538
428,22.5607397,113.8653979,113.8806402,22.56777199
429,22.809687,113.842674,113.8586195,22.80876373
430,22.6118416,113.8474847,113.8405542,22.5991627
431,22.5726619,113.885054,113.8847377,22.571857
432,22.6903687,113.8193306,113.8124794,22.70482432
433,22.6033805,113.8582687,113.853709,22.6086344
434,22.5244119,113.925977,114.0357661,22.582112
435,22.7638862,113.8070136,113.8084785,22.76539529
436,22.5458073,114.1122856,114.118128,22.5439119
437,22.5347404,113.925977,114.0883238,22.582112
438,22.7539223,113.8061686,113.8045123,22.76366996
439,22.7656239,113.8636369,113.857905,22.76545787
440,22.7163778,113.8001264,113.7844268,22.67000827
441,22.6946102,113.8396911,113.8406727,22.68919514
442,22.5440335,113.920651,114.115842,22.584787
443,22.7291705,113.8569979,113.835622,22.7302461
444,22.53463,113.925977,114.0825269,22.582112
445,22.5555604,113.9028951,113.8961353,22.56070943
446,22.7673551,113.9277051,113.9084532,22.78429182
447,22.5516946,113.920651,114.1239339,22.584787
448,22.7014478,113.8307124,113.8112581,22.68314148
449,22.5596894,113.9028112,113.8932313,22.56067702
450,22.7304742,113.938297,113.9379538,22.73020805
451,22.6878548,113.8093535,113.7930694,22.7004767
452,22.5450727,114.112606,114.1155737,22.54884074
453,22.7320223,113.8342912,113.8294208,22.7427433
454,22.7105987,113.791115,113.78654,22.71330547
455,22.6633911,114.0127273,114.0256787,22.65589246
456,22.5356424,114.1190437,114.1187229,22.53541244
457,22.7117125,113.8073599,113.7887798,22.7072529
458,22.6890462,113.8193382,113.8119523,22.7048243
459,22.7110289,113.7894405,113.8120768,22.72447628
460,22.6199574,113.8335085,113.8388243,22.6220158
461,22.5463704,113.925977,114.0821048,22.582112
462,22.6712758,113.82334,113.8218956,22.69505065
463,22.5900792,113.8881525,113.8828445,22.59916364
464,22.6971373,113.7846476,113.7861835,22.68141574
465,22.5585425,113.9090394,113.9085474,22.55327371
466,22.6853388,113.8123133,113.8105496,22.68944244
467,22.7664838,113.8396199,113.8433038,22.76402874
468,22.6683672,113.8141764,113.8266659,22.66831599
469,22.7991724,113.8571317,113.8614608,22.79991144
470,22.7741463,113.9200591,113.9231616,22.77812313
471,22.6832579,113.8193382,113.8071319,22.70481095
472,22.5879017,113.8456044,113.845115,22.58677049
473,22.58408,113.964696,113.94873,22.585083
474,22.483001,113.893499,113.898596,22.492796
475,22.487385,113.936113,113.929459,22.487807
476,22.711592,114.268733,114.266853,22.71492
477,22.748086,114.248038,114.252461,22.747753
478,22.6013626,113.8352742,113.846792,22.6295459
479,22.5611686,113.8842276,113.8885571,22.56681431
480,22.487377,113.935837,113.929604,22.488176
481,22.586138,113.947953,113.945946,22.581645
482,22.540875,113.942798,113.957229,22.525711
483,22.558559,113.952431,113.955803,22.556044
484,22.559102,113.962936,113.955983,22.562163
485,22.510951,113.930638,113.920151,22.509885
486,22.558325,113.944592,113.95284,22.559369
487,22.55847,113.976637,113.984164,22.561661
488,22.5908681,113.8785169,113.8819729,22.58509841
489,22.7573674,113.8374742,113.8452927,22.76453077
490,22.7856174,113.8908697,113.8882742,22.8001315
491,22.582548,113.94922,113.956382,22.584915
492,22.516291,113.929342,113.949181,22.507764
493,22.519426,113.928181,113.922619,22.518878
494,22.6772355,113.9918097,114.0045093,22.67642208
495,22.778957,113.9006019,113.8966496,22.799467
496,22.790676,113.8979174,113.8837142,22.79090828
497,22.509384,113.939762,113.925591,22.51687
498,22.5596894,113.9008444,113.8932313,22.55611273
499,22.56404737,114.1717281,114.1702614,22.56860326
500,22.56408977,114.1717705,114.1703038,22.56864566
501,22.62032687,114.0302314,114.0306218,22.62042473
502,22.54748988,113.9828348,114.0100385,22.55050138
503,22.54748388,113.9828288,114.0100325,22.55049538
504,22.6293602,114.0375826,114.0372696,22.6251848
505,22.67053988,114.0061303,114.0065449,22.65165456
506,22.5093539,114.0689535,114.0584482,22.51573123
507,22.67052398,114.0061144,114.006529,22.65163866
508,22.70082225,113.8247281,113.8079004,22.69561251
509,22.68312012,113.9258847,113.9292681,22.6874583
510,22.70076715,113.824673,113.8078453,22.69555741
511,22.59191214,113.9856456,113.989336,22.58872947
512,22.6849254,113.9256223,113.9355732,22.67375574
513,22.5620885,114.133713,114.1025345,22.553542
514,22.6715932,113.8384585,113.8012557,22.68914977
515,22.6716425,113.8384661,113.8005113,22.68915357
516,22.7269116,113.8904617,113.9042426,22.73405307
517,22.5378638,113.925977,114.1235425,22.582112
518,22.6898717,113.9959703,113.9870201,22.6746087
519,22.7165351,113.7883588,113.7910257,22.71850587
520,22.5478063,113.925977,114.1183759,22.582112
521,22.5596894,113.8935595,113.8932313,22.56373818
522,22.6862655,113.8330251,113.8460623,22.67842099
523,22.5874164,113.8518902,113.8608819,22.59244
524,22.560565,113.948202,113.945889,22.581072
525,22.6715932,113.8010244,113.8012557,22.66668739
526,22.5760921,113.8854621,113.8852143,22.57612972
527,22.722069,113.7842996,113.7779373,22.71740951
528,22.7935786,113.8741977,113.8757777,22.7960206
529,22.5948033,113.8400195,113.8424867,22.58941528
530,22.6806592,113.9453351,113.9494873,22.6849225
531,22.5413425,113.920651,114.1155233,22.584787
532,22.7173489,113.789858,113.7843823,22.70452131
533,22.5689076,113.8652074,113.8707104,22.56498153
534,22.5646769,113.920651,114.0647447,22.584787
535,22.7900071,113.8861308,113.886776,22.79024202
536,22.5639315,113.8935747,113.8938856,22.56375916
537,22.5337923,113.9036711,113.9056795,22.53621511
538,22.555482,113.8958299,113.9000171,22.55915895
539,22.7933944,113.8848147,113.8775852,22.7984429
540,22.5689076,113.8374325,113.8707104,22.58936484
541,22.539586,114.1136186,114.1179899,22.53455327
542,22.5676828,113.8778314,113.8596685,22.58325645
543,22.5356464,114.0988838,114.0894298,22.53734961
544,22.7327406,113.8121415,113.8168772,22.73916386
545,22.7338059,113.7822293,113.7778347,22.73744264
546,22.7123047,113.8079469,113.7993907,22.72270954
